,ID,comments,cleaned_comments
206,8IFsdfk3mlk,"I can&#39;t believe it... it looks as if, after sixteen other film and tv versions, they finally got the right combination of actress + actor + director. Woo!",believ look sixteen film tv version final got right combin actress actor director woo
207,8IFsdfk3mlk,Jane Eyre&#39;s my favourite classic novel and I love Mia Wasikowska. Can&#39;t wait to see this film!,jane eyr favourit classic novel love mia wasikowska wait see film
208,8IFsdfk3mlk,Me encanta la novela Jane Eyre y espero ver pronto esta película.,encanta la novela jane eyr espero ver pronto esta pel cula
210,8IFsdfk3mlk,@fuifua,fuifua
212,8IFsdfk3mlk,whats the story  for this movie.??? i´ve heard of this book but cannot remember..,what stori movi heard book rememb
213,8IFsdfk3mlk,Most of the time i dont like these types of movies but this one looks like good and entertaining. Just the trailer kept me on the edge of my seat.,time dont like type movi one look like good entertain trailer kept edg seat
214,ieBmy6qjiCI,&quot; You ant mad are you Cunningham? &quot;<br>In a jealousy fueled rage you smashed his car to scrap.<br>Of course he would be angry.<br>Why ask such a stupid question?,quot ant mad cunningham quot jealousi fuel rage smash car scrap cours would angri ask stupid question
215,ieBmy6qjiCI,Was anyone older than 10 ever actually scared of this movie?<br>John carpenter movies are incredible but this doesn&#39;t seem correct to put under horror,anyon older ever actual scare movi john carpent movi incred seem correct put horror
216,ieBmy6qjiCI,SISTER,sister
217,ieBmy6qjiCI,"<a href=""https://www.youtube.com/watch?v=ieBmy6qjiCI&amp;t=0m46s"">0:46</a>",
218,ieBmy6qjiCI,I&#39;m gonna tell my kids that this is Cars.,gon na tell kid car
219,ieBmy6qjiCI,NARRATOR: Christine... Body by Plymouth... Soul by Satan.,narrat christin bodi plymouth soul satan
220,ieBmy6qjiCI,Who are the shitters?   ALL OF THEM!,shitter
221,ieBmy6qjiCI,"Christine kind of reminds me of decepticon shatter. At least she red, female and evil.",christin kind remind decepticon shatter least red femal evil
222,ieBmy6qjiCI,so comically bad it seemed it was made just for futurama parodies,comic bad seem made futurama parodi
223,ieBmy6qjiCI,"Christine is pure evil from hell! A body by 1958 Plymouth Fury &amp; a soul by satan.<br><a href=""https://www.youtube.com/watch?v=ieBmy6qjiCI&amp;t=0m35s"">0:35</a> - Once she lures you behind the wheel, you will be hers... Body &amp; soul.<br><a href=""https://www.youtube.com/watch?v=ieBmy6qjiCI&amp;t=0m42s"">0:42</a> - There&#39;s no place you can run, no place you can hide &amp; nothing you can do can stop her. 😱😱😱😈😈😈",christin pure evil hell bodi plymouth furi amp soul satan lure behind wheel bodi amp soul place run place hide amp noth stop
224,ieBmy6qjiCI,Great 👍🏼 you are the best,great best
225,ieBmy6qjiCI,Eu queria que  passasse de novo na televisão,eu queria que passass de novo na televi
226,ieBmy6qjiCI,Creepy car 😬,creepi car
227,ieBmy6qjiCI,Herbie&#39;s sister questionmark ?,herbi sister questionmark
228,ieBmy6qjiCI,💚,
229,ieBmy6qjiCI,My Dads car 1958,dad car
230,ieBmy6qjiCI,"<a href=""https://www.youtube.com/watch?v=ieBmy6qjiCI&amp;t=0m58s"">0:58</a> scared the heck outta me",scare heck outta
231,ieBmy6qjiCI,Ah hey buddy with the christene clone<br>You dont have to.put seatbelts in it<br>If it didn&#39;t come with seat belts from.tje factory yo dont have to.install them<br>Leave the car original leave it stock ..once you<br>Start drilling holes <br>In it I will.depreachiatedasticaly,ah hey buddi christen cloney dont put seatbelt itif come seat belt tje factori yo dont instal themleav car origin leav stock youstart drill hole depreachiatedasticali
232,ieBmy6qjiCI,I remember first watching this in the 80&#39;s. I thought this was the best movie ever. Funny how living in the 80&#39;s made me feel that way. Its 2021 and this movie is still good.,rememb first watch thought best movi ever funni live made feel way movi still good
233,ieBmy6qjiCI,Her accelaration is<br>S P E E E E E E E E D,accelar iss p e e e e e e e e
234,ieBmy6qjiCI,"Oh god the jumpscare at <a href=""https://www.youtube.com/watch?v=ieBmy6qjiCI&amp;t=0m57s"">0:57</a> made me jump right out of the sofa and into the tv",oh god jumpscar made jump right sofa tv
235,ieBmy6qjiCI,an EVIL self driving car<br><br>KARR<br>has entered the chat,evil self drive carkarrha enter chat
236,ieBmy6qjiCI,&quot; SHE IS SEDUCTIVE <br><br>SHE IS PASSIONATE<br><br>SHE IS POSSESSIVE <br><br>SHE IS PURE EVIL<br><br>SHE IS CHRISTINE<br>A 1958 PLYMOUTH FURY<br>POSSESSED  BY HELL<br><br>HER PREVIOUS OWNER<br>IS NOT ALIVE TO WARN<br>HER PRESENT ONE<br><br>ONCE SHE LURES YOU<br>BEHIND THE WHEEL<br>YOU WILL BE HERS<br>BODY &amp; SOUL<br><br>THERE IS NO PLACE <br>YOU CAN HIDE<br><br>NO PLACE YOU CAN RUN<br><br>AND <br>NOTHING YOU CAN DO<br>CAN STOP HER<br><br>BECAUSE <br>HOW DO YOU <br>KILL SOMETHING <br>THAT CAN&#39;T POSSIBLY <br>BE ALIVE<br><br>CHRISTINE<br>BODY BY PLYMOUTH <br>SOUL BY SATAN &quot;,quot seduct passionatesh possess pure evilsh christinea plymouth furypossess hellher previou owneri aliv warnher present oneonc lure youbehind wheelyou hersbodi amp soulther place hideno place runand noth docan stop herbecaus kill someth possibl alivechristinebodi plymouth soul satan quot
237,ieBmy6qjiCI,"<a href=""https://www.youtube.com/watch?v=ieBmy6qjiCI&amp;t=0m58s"">0:58</a>",
238,ieBmy6qjiCI,just park the car in the ghetto and it&#39;ll be stripped for parts in less then 10 seconds,park car ghetto strip part less second
239,ieBmy6qjiCI,Brilliant teaser. This is another classic trailer that haunts you. The greatest teaser ever though is The Texas Chainsaw Massacre 3 trailer. That is a scary trailer. The way it is shot like the audience is spying on Leatherface from behind a tree or Bush and then he turns with the Chainsaw and spots you is goosebumps!,brilliant teaser anoth classic trailer haunt greatest teaser ever though texa chainsaw massacr trailer scari trailer way shot like audienc spi leatherfac behind tree bush turn chainsaw spot goosebump
240,ieBmy6qjiCI,I really wanted that car! 🚗,realli want car
241,ieBmy6qjiCI,Нет блин Алёна!,
242,ieBmy6qjiCI,admit it. you got jump scared by a car.,admit got jump scare car
243,ieBmy6qjiCI,Because how do you kill something that can&#39;t possibly be alive?<br>Answer: Bulldozer and two teenagers,kill someth possibl aliv answer bulldoz two teenag
244,ieBmy6qjiCI,"<a href=""https://www.youtube.com/watch?v=ieBmy6qjiCI&amp;t=0m52s"">0:52</a><br>How do you kill something! That can’t possibly be alive?—",kill someth possibl aliv
245,ieBmy6qjiCI,&quot;Christine&quot;(1983) is a good enough classic  horror movie!,quot christin quot good enough classic horror movi
246,ieBmy6qjiCI,"Netflix release Family of Four with Alexandra Paul (Christine, Dragnet, Baywatch), Ty Simpkins (Iron Man 3, Jurassic World) and Abby Wilde (Zoey 101)",netflix releas famili four alexandra paul christin dragnet baywatch ty simpkin iron man jurass world abbi wild zoey
247,ieBmy6qjiCI,"Body by Plymouth,soul by Satan. 🤣",bodi plymouth soul satan
248,ieBmy6qjiCI,Best trailer/teaser of all time,best trailer teaser time
249,ieBmy6qjiCI,THE GOD DAM ENDING MAKES ME JUMP,god dam end make jump
250,ieBmy6qjiCI,"Awesome, superbly done trailer. I remember seeing this trailer on TV as a kid. I think I saw it on ABC the night the TV movie “The Day After” premiered. It scared me crapless!! Too bad John Carpenter couldn’t quite capture the real terror of Stephen King’s magnificent telling in his novel, although the movie was pretty good. I’ve always wanted someone to do a proper reboot of this movie! It’s time!",awesom superbl done trailer rememb see trailer tv kid think saw abc night tv movi day premier scare crapless bad john carpent quit captur real terror stephen king magnific tell novel although movi pretti good alway want someon proper reboot movi time
251,ieBmy6qjiCI,"Okay, show me.",okay show
252,ieBmy6qjiCI,What a nice POSSESSED car!,nice possess car
253,ieBmy6qjiCI,😢,
254,ieBmy6qjiCI,We need a Christine 2!,need christin
255,ieBmy6qjiCI,I’m 14 years old and I Iove classic cars and man this movie was just beautiful!!,year old iov classic car man movi beauti
256,ieBmy6qjiCI,Love the movie. Just finished watching it on 28/10/2020 for the first time. Wow... Nice Car !!!❤️,love movi finish watch first time wow nice car
257,ieBmy6qjiCI,She is bad to the bone,bad bone
258,ieBmy6qjiCI,Herbie<br>Body by volkswagen<br>Soul by God,herbiebodi volkswagensoul god
259,ieBmy6qjiCI,This car almost kill me.,car almost kill
260,ieBmy6qjiCI,Dream car!!,dream car
261,ieBmy6qjiCI,Who the voice over?,voic
262,ieBmy6qjiCI,That was intense,intens
263,ieBmy6qjiCI,I actually really like this trailer because I believe it&#39;s an omage to the reaccouring nightmare Dennis had in the novel.,actual realli like trailer believ omag reaccour nightmar denni novel
264,ieBmy6qjiCI,&#39;Christine&#39;<br>She’s HELL on wheels!,christin hell wheel
265,ieBmy6qjiCI,"Not at all spooky... nope, no-way. ;-;",spooki nope way
266,ieBmy6qjiCI,This can be said for my wife. Her name is Christine.,said wife name christin
267,ieBmy6qjiCI,Rip Kelly,rip kelli
268,ieBmy6qjiCI,Second part movie don&#39;t come yet why Steven why,second part movi come yet steven
269,ieBmy6qjiCI,body by Plymouth soul by satan is just awesome already,bodi plymouth soul satan awesom alreadi
270,ieBmy6qjiCI,whos seen the movie and loves Christine more than the entire movie,who seen movi love christin entir movi
271,ieBmy6qjiCI,the old lighting is what makes unsettling,old light make unsettl
272,ieBmy6qjiCI,"This trailer is scary because of the sudden burst of energy automotive energy. <br>Normally you&#39;d have to turn the key, Wait for the starter to ignite the engine, Wait a moment for the engine to warm up and check your surroundings, Turn on the lights, Change gears to Drive and move forward. All of this taking about 10 seconds or so. But here! Christine just turns her lights on and races after you just one second after being motionless. Just like an animal predator making it&#39;s move to take your life.<br>Overall: The logic behind this commercial&#39;s simplicity is what make&#39;s it an actual good jump scare.",trailer scari sudden burst energi automot energi normal turn key wait starter ignit engin wait moment engin warm check surround turn light chang gear drive move forward take second christin turn light race one second motionless like anim predat make move take life overal logic behind commerci simplic make actual good jump scare
273,ieBmy6qjiCI,Who came here for DeadMeat?,came deadmeat
274,ieBmy6qjiCI,the shitters who disliked this video will never come between me and Christine,shitter dislik video never come christin
275,ieBmy6qjiCI,Is it me or does anyone else jump when Christine launches forward?,anyon els jump christin launch forward
276,ieBmy6qjiCI,👍x1000  !!!,x
277,ieBmy6qjiCI,The &#39;58 Plymouth  Fury was the perfect &#39;facelift&#39; of the &#39;57. The only real difference was the perfected front end.,plymouth furi perfect facelift real differ perfect front end
278,ieBmy6qjiCI,Is there not a based true story about a black car and the devil&#39;s inside,base true stori black car devil insid
279,ieBmy6qjiCI,interesting.,interest
280,ieBmy6qjiCI,"She is seductive<br>She is passioned<br>She is possessive<br>She is pure... evil<br>She is Christine<br>A 1958 Plymouth Fury possessed by hell<br>Her previous owner is not alive toward her present one <br>What she lures you behind the wheel<br>You will be hers, body and soul<br>There is no place you can hide<br>No place you can run<br>And nothing you can do can stop her<br>Because how do you kill something<br>That can&#39;t possibly be alive",seductivesh passionedsh possessivesh pure evilsh christinea plymouth furi possess hellher previou owner aliv toward present one lure behind wheelyou bodi soulther place hideno place runand noth stop herbecaus kill somethingthat possibl aliv
281,ieBmy6qjiCI,1958 plymouth fury,plymouth furi
282,ieBmy6qjiCI,Possesed by devils LMAO bring Jesus with you,posses devil lmao bring jesu
283,ieBmy6qjiCI,I don&#39;t agree with the idea that Christine is possessed by hell or satan. Christine is just a woman.,agre idea christin possess hell satan christin woman
284,ieBmy6qjiCI,Who else came here after watching Blinding Lights music video?,els came watch blind light music video
285,ieBmy6qjiCI,Nice advertisement ( ͡° ͜ʖ ͡°),nice advertis
